Epoch 1/50, Loss: 0.186416
Epoch 2/50, Loss: 0.033675
Epoch 3/50, Loss: 0.002002
Epoch 4/50, Loss: 0.001503
Epoch 5/50, Loss: 0.001170
Epoch 6/50, Loss: 0.001077
Epoch 7/50, Loss: 0.000946
Epoch 8/50, Loss: 0.000870
Epoch 9/50, Loss: 0.000814
Epoch 10/50, Loss: 0.000771
Epoch 11/50, Loss: 0.000707
Epoch 12/50, Loss: 0.000696
Epoch 13/50, Loss: 0.000678
Epoch 14/50, Loss: 0.000629
Epoch 15/50, Loss: 0.000632
Epoch 16/50, Loss: 0.000566
Epoch 17/50, Loss: 0.000565
Epoch 18/50, Loss: 0.000556
Epoch 19/50, Loss: 0.000530
Epoch 20/50, Loss: 0.000541
Epoch 21/50, Loss: 0.000501
Epoch 22/50, Loss: 0.000505
Epoch 23/50, Loss: 0.000452
Epoch 24/50, Loss: 0.000454
Epoch 25/50, Loss: 0.000436
Epoch 26/50, Loss: 0.000429
Epoch 27/50, Loss: 0.000409
Epoch 28/50, Loss: 0.000394
Epoch 29/50, Loss: 0.000383
Epoch 30/50, Loss: 0.000390
Epoch 31/50, Loss: 0.000366
Epoch 32/50, Loss: 0.000359
Epoch 33/50, Loss: 0.000357
Epoch 34/50, Loss: 0.000328
Epoch 35/50, Loss: 0.000324
Epoch 36/50, Loss: 0.000339
Epoch 37/50, Loss: 0.000318
Epoch 38/50, Loss: 0.000307
Epoch 39/50, Loss: 0.000307
Epoch 40/50, Loss: 0.000303
Epoch 41/50, Loss: 0.000315
Epoch 42/50, Loss: 0.000311
Epoch 43/50, Loss: 0.000301
Epoch 44/50, Loss: 0.000297
Epoch 45/50, Loss: 0.000280
Epoch 46/50, Loss: 0.000291
Epoch 47/50, Loss: 0.000272
Epoch 48/50, Loss: 0.000268
Epoch 49/50, Loss: 0.000278
Epoch 50/50, Loss: 0.000263
