Epoch 1/50, Loss: 0.080835
Epoch 2/50, Loss: 0.017865
Epoch 3/50, Loss: 0.001912
Epoch 4/50, Loss: 0.001557
Epoch 5/50, Loss: 0.001471
Epoch 6/50, Loss: 0.001276
Epoch 7/50, Loss: 0.001108
Epoch 8/50, Loss: 0.001147
Epoch 9/50, Loss: 0.001020
Epoch 10/50, Loss: 0.001050
Epoch 11/50, Loss: 0.000997
Epoch 12/50, Loss: 0.000910
Epoch 13/50, Loss: 0.000883
Epoch 14/50, Loss: 0.000856
Epoch 15/50, Loss: 0.000833
Epoch 16/50, Loss: 0.000851
Epoch 17/50, Loss: 0.000799
Epoch 18/50, Loss: 0.000767
Epoch 19/50, Loss: 0.000757
Epoch 20/50, Loss: 0.000734
Epoch 21/50, Loss: 0.000725
Epoch 22/50, Loss: 0.000726
Epoch 23/50, Loss: 0.000706
Epoch 24/50, Loss: 0.000665
Epoch 25/50, Loss: 0.000655
Epoch 26/50, Loss: 0.000675
Epoch 27/50, Loss: 0.000592
Epoch 28/50, Loss: 0.000642
Epoch 29/50, Loss: 0.000589
Epoch 30/50, Loss: 0.000578
Epoch 31/50, Loss: 0.000575
Epoch 32/50, Loss: 0.000528
Epoch 33/50, Loss: 0.000546
Epoch 34/50, Loss: 0.000556
Epoch 35/50, Loss: 0.000495
Epoch 36/50, Loss: 0.000524
Epoch 37/50, Loss: 0.000519
Epoch 38/50, Loss: 0.000483
Epoch 39/50, Loss: 0.000483
Epoch 40/50, Loss: 0.000480
Epoch 41/50, Loss: 0.000471
Epoch 42/50, Loss: 0.000437
Epoch 43/50, Loss: 0.000466
Epoch 44/50, Loss: 0.000460
Epoch 45/50, Loss: 0.000451
Epoch 46/50, Loss: 0.000436
Epoch 47/50, Loss: 0.000433
Epoch 48/50, Loss: 0.000438
Epoch 49/50, Loss: 0.000448
Epoch 50/50, Loss: 0.000414
